msg_time,update_time,current,z
1718988078.617521,1718988078.6169283,183.79485136289912,0.2715777423623585
1718988078.6268573,1718988078.6262434,184.04427348979107,0.2720100740489712
1718988078.6365378,1718988078.6359284,184.37856584103764,0.27258951412446525
1718988078.6463792,1718988078.645807,184.77165880005526,0.27327087525342914
1718988078.6567843,1718988078.6562006,185.25260983597028,0.27410452371568184
1718988078.6665847,1718988078.6660004,185.74071905551276,0.2749505796962221
1718988078.6764095,1718988078.6758075,186.22006885764458,0.27578145268658394
1718988080.5484598,1718988080.5476408,165.27109764681185,0.22449551852873262
1718988080.5581563,1718988080.557597,171.86991237375992,0.24264225902783976
1718988080.5679805,1718988080.567431,178.46872710070795,0.2607889995269469
1718988080.5781536,1718988080.5775785,188.03985001503116,0.27893574002605404
1718988080.5888696,1718988080.588247,157.14544178676007,0.20429088357352015
1718988080.597911,1718988080.5973685,162.8533347008871,0.21784667042743955
1718988080.6081889,1718988080.6076088,167.78271173867597,0.23140245728135894
1718988080.6180573,1718988080.6174824,172.71208877646484,0.24495824413527834
1718988080.6279435,1718988080.627369,177.6414658142537,0.25851403098919773
1718988080.8784893,1718988080.8777058,188.23573398167122,0.2792752722348968
1718988080.8884397,1718988080.8878694,198.73336211986117,0.2974711610077594
1718988080.8988907,1718988080.898277,171.66987622807764,0.24209215962721353
1718988080.9082856,1718988080.9077117,176.9706058466389,0.25666916607825696
1718988080.918187,1718988080.9176257,183.60356107459637,0.2712461725293004
1718988080.9283698,1718988080.9278045,192.01337248865988,0.2858231789803438
1718988080.9684982,1718988080.9676886,150.9916135423398,0.1919832270846796
1718988080.9783082,1718988080.9777157,149.84762047131477,0.18954286141394433
1718988080.9889524,1718988080.9883876,149.27892531171562,0.18783677593514692
1718988080.9986055,1718988080.998019,148.85167206548817,0.18655501619646456
1718988082.6393,1718988082.6385188,123.91663256717479,0.10571863491421488
1718988082.6492646,1718988082.6487067,123.47102971763056,0.1042147252970031
1718988082.659283,1718988082.6585627,123.0037939372607,0.10263780453825486
1718988082.6691663,1718988082.6686175,122.52881149225598,0.10103473878636397
1718988083.5199704,1718988083.5193052,185.8611911643382,0.27515939801818623
1718988083.5805166,1718988083.579668,178.70750006495683,0.2614456251786313
1718988083.5898573,1718988083.589306,195.08107166940752,0.29114052422697306
1718988083.6102788,1718988083.609514,176.21911932644767,0.2546025781477311
1718988083.6199923,1718988083.6194236,189.45557150427535,0.2813896572740773
1718988083.6902316,1718988083.6894827,162.31186231790517,0.21635762137423917
1718988083.699963,1718988083.699409,161.85119888030226,0.21509079692083122
1718988083.7098558,1718988083.7093112,161.41731655134475,0.21389762051619804
1718988083.7197647,1718988083.7192194,160.9496057003799,0.21261141567604472
1718988083.730053,1718988083.7295017,160.41830302435343,0.21115033331697192
1718988086.47343,1718988086.4726572,187.89490154540508,0.2786844960120355
1718988086.4741564,1718988086.473743,188.27468423897997,0.27934278601423196
1718988086.4749186,1718988086.4745083,188.69475042652104,0.28007090073930313
1718988086.481456,1718988086.4809413,189.0766423849066,0.28073284680050475
1718988086.4915514,1718988086.4909933,189.4680774499309,0.2814113342465469
1718988086.5014472,1718988086.5008795,189.8476159800703,0.28206920103212185
1718988086.5118506,1718988086.511286,190.3023966540915,0.2828574875337586
1718988086.5215867,1718988086.5210154,190.77399734835348,0.28367492873714606
1718988086.5317564,1718988086.531188,191.1885270109597,0.2843934468189968
1718988086.541452,1718988086.5409036,191.64605455915245,0.2851864945691976
1718988086.5515022,1718988086.5509608,192.05191397476574,0.2858899842229273
1718988086.561939,1718988086.561302,192.4448302190713,0.28657103904639025
1718988086.571766,1718988086.5712144,192.8121036151156,0.2872076462662004
1718988086.581559,1718988086.5810058,193.1259903460585,0.28775171659983473
1718988086.5916238,1718988086.591076,193.44765100941714,0.2883092617496564
1718988086.6016836,1718988086.601141,193.72877716861294,0.28879654709226243
1718988086.645277,1718988086.6446834,193.9848119263493,0.2892403406723388
1718988086.6460218,1718988086.6455872,194.28929153657026,0.28976810533005515
1718988086.6475298,1718988086.646927,194.6064272037178,0.29031780715311084
1718988086.6483548,1718988086.6478927,194.9294281096876,0.29087767539012516
1718988086.6515539,1718988086.6510684,195.27491379136512,0.2914765172383662
1718988086.6615973,1718988086.6610365,195.69301904305667,0.2922012330079649
1718988086.6717033,1718988086.6711292,196.178345847672,0.2930424661359648
1718988086.6815014,1718988086.6809375,196.74630047279877,0.29402692081951787
1718988086.6915765,1718988086.6910274,197.32449650054912,0.2950291272676185
1718988086.7015648,1718988086.7010043,197.970606941526,0.2961490520319784
1718988086.7115946,1718988086.7110238,198.64676678284079,0.2973210624235907
1718988086.7215362,1718988086.7209563,199.39879892464066,0.2986245848027105
1718988086.731615,1718988086.7310436,200.15724886073946,0.29993923135861505
1718988086.7420788,1718988086.7414494,142.44060778431063,0.1673218233529319
1718988086.75166,1718988086.7511284,142.94098652379853,0.1688229595713956
1718988086.7618396,1718988086.7612648,143.41002043528542,0.17023006130585625
1718988086.7719562,1718988086.771304,143.85734710840444,0.17157204132521328
1718988086.7819257,1718988086.7812881,144.29744466806184,0.1728923340041855
1718988086.791923,1718988086.7912724,144.73650355259934,0.17420951065779808
1718988086.8020804,1718988086.8014324,145.20187540033328,0.17560562620099981
1718988086.8117213,1718988086.811121,145.69152457367193,0.1770745737210158
1718988086.8531134,1718988086.8525321,146.21967185124936,0.17865901555374805
1718988086.853835,1718988086.853395,146.7632660237567,0.18028979807127013
1718988086.8546946,1718988086.854084,147.35682219069133,0.182070466572074
1718988086.8554993,1718988086.8550382,147.91515446311428,0.1837454633893428
1718988086.8620012,1718988086.861377,148.47033189636494,0.18541099568909478
1718988086.8722699,1718988086.8715842,148.99781093666604,0.18699343280999817
1718988086.8818514,1718988086.8812978,149.514844470977,0.18854453341293106
1718988086.8917377,1718988086.8912013,150.08767840787158,0.19017535681574316
1718988086.9019656,1718988086.9014108,150.90788680042505,0.19181577360085011
1718988086.9118502,1718988086.9112895,151.75361486900758,0.19350722973801518
1718988086.9217834,1718988086.9212294,152.62924552295965,0.19525849104591927
1718988086.9324017,1718988086.9318168,153.51088753894652,0.19702177507789304
1718988086.941644,1718988086.9410992,154.42321869514512,0.19884643739029023
1718988086.9523306,1718988086.9517477,155.30070679314986,0.2006014135862997
1718988086.9624321,1718988086.9618814,156.1678300473833,0.20233566009476656
1718988086.971917,1718988086.9713726,157.03020635514048,0.20406041271028097
1718988086.981994,1718988086.9814315,157.873632780736,0.205747265561472
1718988086.9924,1718988086.9918206,158.66342273203662,0.20732684546407326
1718988087.002323,1718988087.0017607,159.4332812060831,0.20886656241216622
1718988087.0121305,1718988087.011477,160.11891881290657,0.21032702673549303
1718988087.024403,1718988087.0237663,160.63774042875818,0.211753786179085
1718988087.033032,1718988087.0324273,161.13899724998828,0.21313224243746778
1718988087.0427768,1718988087.0421734,161.64065940269379,0.2145118133574079
1718988087.0570264,1718988087.0563462,162.21556240010696,0.21609279660029415
1718988087.0664115,1718988087.06608,162.7818625024713,0.21765012188179608
1718988088.0336142,1718988088.0327835,179.16897807548492,0.26271468970758355
1718988088.0341566,1718988088.0337515,179.16897807548492,0.26271468970758355
1718988088.0349195,1718988088.0345173,185.70636942379534,0.2748910403345786
1718988088.0356605,1718988088.0352073,184.6216707835173,0.2730108960247633
1718988088.0425396,1718988088.042022,183.5369721432392,0.271130751714948
1718988088.1454487,1718988088.144661,173.314995071107,0.24661623644554428
1718988088.1459517,1718988088.1455712,173.314995071107,0.24661623644554428
1718988088.1479068,1718988088.1468134,199.70593251412126,0.29915694969114354
1718988088.1527507,1718988088.1521716,197.6636766320708,0.2956170394955894
1718988088.1628015,1718988088.1622267,195.58115285941622,0.29200733162298814
1718988088.1728344,1718988088.1720827,193.52101761457655,0.2884364305319327
1718988088.1828837,1718988088.1822257,191.4518003161532,0.28484978721466553
1718988088.192738,1718988088.1921716,188.93489266465735,0.2804871472854061
1718988088.2025087,1718988088.2018988,186.14866699252974,0.2756576894537182
1718988088.212734,1718988088.2120926,183.69409984571834,0.27140310639924514
1718988088.2228105,1718988088.2221937,180.9926060662374,0.2667205171814782
1718988088.2325835,1718988088.2320209,179.09930888862664,0.26252309944372326
1718988088.2432995,1718988088.242695,178.42691423521538,0.26067401414684227
1718988088.2437813,1718988088.243414,178.42691423521538,0.26067401414684227
