msg_time,update_time,current,z
1718988072.4552736,1718988072.4543896,143.55295949407443,0.17065887848222333
1718988072.456165,1718988072.4556963,143.80670412654877,0.1714201123796463
1718988072.456949,1718988072.4564521,144.00388376690825,0.17201165130072477
1718988072.4584982,1718988072.4579966,144.17748108370628,0.17253244325111883
1718988072.459424,1718988072.4589412,144.3163355297009,0.17294900658910264
1718988072.460267,1718988072.4597843,144.40468863652703,0.17321406590958105
1718988072.4611332,1718988072.4606977,144.51579618468836,0.17354738855406504
1718988072.4619317,1718988072.4615014,144.60391253161862,0.17381173759485585
1718988072.4624887,1718988072.4621942,144.67590770419056,0.17402772311257167
1718988072.4631484,1718988072.4628396,144.78625811043116,0.1743587743312935
1718988072.4637506,1718988072.4634528,144.9056049792979,0.17471681493789365
1718988072.4643438,1718988072.464032,145.06095656357115,0.17518286969071348
1718988072.4650092,1718988072.4647155,145.32346056927295,0.17597038170781887
1718988072.4656663,1718988072.465348,145.6501789799894,0.17695053693996818
1718988072.466298,1718988072.4660044,146.0498584659066,0.1781495753977198
1718988072.4669847,1718988072.466661,146.4569585645702,0.17937087569371052
1718988072.4683635,1718988072.4679172,146.93696972746264,0.18081090918238793
1718988072.4691157,1718988072.4687371,147.47438418910502,0.1824231525673151
1718988072.469923,1718988072.4695954,148.10182292328793,0.18430546876986378
1718988072.4705951,1718988072.4702933,148.7798469607783,0.18633954088233487
1718988072.4712496,1718988072.4709542,149.4973349328,0.18849200479839998
1718988072.4719276,1718988072.4716282,150.36443760299935,0.1907288752059987
1718988072.4725423,1718988072.4722888,151.52154399129392,0.19304308798258787
1718988072.4829383,1718988072.4823594,152.71697307363542,0.19543394614727083
1718988072.492904,1718988072.4923325,153.8968327863885,0.197793665572777
1718988072.503216,1718988072.502638,155.01534928673067,0.20003069857346134
1718988072.5129735,1718988072.5124485,156.09110960264607,0.2021822192052921
1718988072.5234957,1718988072.5229127,157.10432428809958,0.20420864857619914
1718988072.533328,1718988072.5327508,158.06235896235546,0.2061247179247109
1718988072.5436091,1718988072.5430484,158.9351143308902,0.20787022866178043
1718988072.553368,1718988072.5527859,159.75445226106064,0.20950890452212126
1718988072.5628667,1718988072.5623016,160.34380630806987,0.2109454673471921
1718988072.5729368,1718988072.572373,160.82499557498326,0.21226873783120395
1718988072.5832398,1718988072.5826476,161.29398115369935,0.2135584481726732
1718988072.5929346,1718988072.59237,161.72864801128577,0.21475378203103587
1718988072.6031125,1718988072.602549,162.13885802972044,0.21588185958173117
1718988072.6133196,1718988072.612744,162.53628623615177,0.21697478714941734
1718988072.6233845,1718988072.6228192,162.9068947107187,0.21799396045447636
1718988072.6331475,1718988072.6325629,163.2892258960994,0.21904537121427334
1718988072.6431231,1718988072.642555,163.6389497959941,0.22000711193898378
1718988072.6528742,1718988072.652325,164.00623987635788,0.22101715965998414
1718988072.6630638,1718988072.6625202,164.3814988764772,0.22204912191031226
1718988072.6735203,1718988072.6729305,164.81584435551306,0.22324357197766093
1718988072.68343,1718988072.6828294,165.3112836766033,0.22460603011065908
1718988072.6929717,1718988072.692415,165.89128901582998,0.22620104479353245
1718988072.7031922,1718988072.7026224,166.52306665050676,0.2279384332888936
1718988072.7129138,1718988072.712361,167.23231758068397,0.22988887334688088
1718988072.7235074,1718988072.7229092,167.9649578275371,0.23190363402572703
1718988072.7333422,1718988072.7327523,168.69278884882993,0.23390516933428232
1718988072.7434723,1718988072.7428813,169.44295223136155,0.23596811863624423
1718988072.7534218,1718988072.7527936,170.14894840197638,0.23790960810543502
1718988072.7634883,1718988072.762894,170.87516794157588,0.23990671183933368
1718988072.7733366,1718988072.772743,171.6143911034757,0.2419395755345582
1718988072.783378,1718988072.7827187,172.32665935276023,0.24389831322009062
1718988072.7933917,1718988072.7927983,173.08117995932244,0.24597324488813674
1718988072.8033175,1718988072.8027127,173.88155147961584,0.2481742665689436
1718988072.8130648,1718988072.8125045,174.68275005079045,0.25037756263967376
1718988072.822886,1718988072.8223245,175.42943230729657,0.25243093884506557
1718988072.8329475,1718988072.8324194,176.23406134923837,0.25464366871040556
1718988072.8429215,1718988072.8423762,177.17278867297412,0.2572251688506788
1718988072.852907,1718988072.8523674,178.17579970766127,0.2599834491960685
1718988072.862956,1718988072.8624222,179.52682992251886,0.2636987822869269
1718988072.8729415,1718988072.872395,181.11293241503105,0.2669290828527205
1718988072.8830447,1718988072.8824947,182.85320961945413,0.26994556334038716
1718988072.8929965,1718988072.8924496,184.50075007637267,0.2728013001323793
1718988072.903153,1718988072.902585,186.01069528566487,0.27541853849515247
1718988072.9128509,1718988072.91233,187.56195307414404,0.27810738532851637
1718988078.2164342,1718988078.2155561,199.6488603927669,0.29905802468079595
1718988078.2261696,1718988078.2255933,198.92460016674613,0.29780264028902664
1718988078.2363293,1718988078.2355928,198.1154988183137,0.29640019795174377
1718988078.2462199,1718988078.2456088,197.4132138861132,0.2951829040692629
1718988078.2561283,1718988078.2554631,196.69963529197852,0.29394603450609613
1718988078.2662945,1718988078.26558,196.06405676295435,0.29284436505578754
1718988078.276162,1718988078.2755942,195.5657501819687,0.29198063364874577
1718988078.2861428,1718988078.285578,195.094486324325,0.29116377629549667
1718988078.2962787,1718988078.2957199,194.6393801593205,0.29037492560948885
1718988078.306245,1718988078.305694,194.22622109986756,0.28965878323977046
1718988078.316119,1718988078.3155706,193.8237569312539,0.28896117868084015
1718988078.326361,1718988078.3258057,193.39133867611358,0.2882116537052635
1718988078.3363247,1718988078.3356812,192.94941036359594,0.287445644630233
1718988078.3464518,1718988078.3458984,192.47461435390727,0.28662266488010596
1718988078.3562977,1718988078.3557208,191.9997353904888,0.28579954134351393
1718988078.3665013,1718988078.3659499,191.52353349755595,0.284974124729097
1718988078.3764632,1718988078.375829,191.1034069052795,0.2842459053024845
1718988078.38654,1718988078.3859844,190.77456225012037,0.28367590790020863
1718988078.3962266,1718988078.3956506,190.48649091290082,0.2831765842490281
1718988078.406213,1718988078.405671,190.26259495544946,0.28278849792277905
1718988078.4163568,1718988078.4157434,190.0419663822713,0.2824060750626036
1718988078.4264581,1718988078.4258776,189.82910680295353,0.2820371184584528
1718988078.4362261,1718988078.4356737,189.62836060276143,0.2816891583781198
1718988078.4464538,1718988078.445878,189.4128617866022,0.28131562709677715
1718988078.4573908,1718988078.4568343,189.1531287324005,0.28086542313616086
1718988078.4664586,1718988078.4658859,188.7260164586587,0.28012509519500844
1718988078.4764166,1718988078.4758492,188.1952724170205,0.2792051388561689
1718988078.4866626,1718988078.4861012,187.63491608000427,0.2782338545386741
1718988078.4963806,1718988078.4958253,187.11356814967436,0.2773301847927689
1718988078.5067885,1718988078.5062068,186.72781264993196,0.27666154192654874
1718988078.5168374,1718988078.51624,186.40377593332366,0.27609987828442767
1718988078.5264094,1718988078.525836,186.07117896912945,0.27552337687982437
1718988078.536823,1718988078.5361152,185.69925398333393,0.2748787069044455
1718988078.547469,1718988078.5468533,185.2947635371899,0.2741775901311292
1718988078.5567033,1718988078.5560856,184.909098327518,0.2735091037676979
1718988078.5672314,1718988078.5664592,184.45733303608256,0.2727260439292098
1718988078.5772603,1718988078.576589,184.11478132095434,0.2721322876229875
1718988078.5872302,1718988078.5865474,183.86030438237665,0.2716911942627862
1718988078.5968676,1718988078.5962145,183.7201207753108,0.27144820934387204
1718988078.607236,1718988078.6064544,183.62736418611908,0.27128743125593974
