frame,timestamp,x,y,z,power_W,power_density_uw_mm2
485366,1738327314.0986807,-0.015774888500037904,0.011434538258037972,-0.0952898771327121,-3.51136755e-08,-0.0004953808333251883
485366,1738327314.3016596,-0.015774888500037904,0.011434538258037972,-0.0952898771327121,3.05371217e-09,4.308151903693104e-05
485366,1738327314.5047004,-0.015774888500037904,0.011434538258037972,-0.0952898771327121,3.78810157e-08,0.000534422240265635
485366,1738327314.7076113,-0.015774888500037904,0.011434538258037972,-0.0952898771327121,2.86422672e-08,0.00040408273961120095
485367,1738327314.9106803,-0.01903648382474813,0.011982595654052141,-0.09659803744780147,-9.93727678e-09,-0.0001401942799254793
485367,1738327315.1136763,-0.01903648382474813,0.011982595654052141,-0.09659803744780147,-4.95498895e-08,-0.0006990457479075637
485367,1738327315.340909,-0.01903648382474813,0.011982595654052141,-0.09659803744780147,5.51595143e-08,0.0007781858711927392
485367,1738327315.543977,-0.01903648382474813,0.011982595654052141,-0.09659803744780147,1.60607598e-07,0.0022658387253022497
485368,1738327315.7470427,-0.022275649230693317,0.012464574278653245,-0.0983293879564564,1.93593564e-07,0.0027312020087647383
485368,1738327315.9499629,-0.022275649230693317,0.012464574278653245,-0.0983293879564564,1.59438031e-07,0.002249338570680452
485368,1738327316.1531475,-0.022275649230693317,0.012464574278653245,-0.0983293879564564,1.06703283e-07,0.0015053611021458974
485368,1738327316.3564577,-0.022275649230693317,0.012464574278653245,-0.0983293879564564,8.59294786e-08,0.0012122859857284644
485368,1738327316.5592487,-0.022275649230693317,0.012464574278653245,-0.0983293879564564,7.50554818e-08,0.0010588765371402804
485368,1738327316.7623467,-0.022275649230693317,0.012464574278653245,-0.0983293879564564,6.8720567e-08,0.000969504082449
485369,1738327316.9652603,-0.025514954935370125,0.012675142582465184,-0.10016509859348968,6.65259634e-08,0.0009385427961494083
485369,1738327317.1882424,-0.025514954935370125,0.012675142582465184,-0.10016509859348968,4.83830043e-08,0.0006825834278986308
485369,1738327317.3912206,-0.025514954935370125,0.012675142582465184,-0.10016509859348968,2.42905269e-08,0.00034268874694219636
485369,1738327317.5943103,-0.025514954935370125,0.012675142582465184,-0.10016509859348968,-2.08112745e-08,-0.0002936037414929474
485369,1738327317.7972624,-0.025514954935370125,0.012675142582465184,-0.10016509859348968,-5.24430206e-08,-0.0007398618024740251
485369,1738327318.000187,-0.025514954935370125,0.012675142582465184,-0.10016509859348968,-6.55383872e-08,-0.0009246101527003305
485369,1738327318.2031438,-0.025514954935370125,0.012675142582465184,-0.10016509859348968,-8.0378733e-08,-0.0011339765253330662
485370,1738327318.4062922,-0.028703339921019255,0.012843136256972391,-0.10202397689075553,-9.16568581e-08,-0.0012930873825938993
485370,1738327318.6091897,-0.028703339921019255,0.012843136256972391,-0.10202397689075553,-9.86448043e-08,-0.0013916727503315372
485370,1738327318.8121295,-0.028703339921019255,0.012843136256972391,-0.10202397689075553,-1.80214514e-07,-0.0025424514765654146
485370,1738327319.0148368,-0.028703339921019255,0.012843136256972391,-0.10202397689075553,-1.64319687e-07,-0.00231820857027041
485370,1738327319.238178,-0.028703339921019255,0.012843136256972391,-0.10202397689075553,-2.10593726e-07,-0.0029710388899315417
485370,1738327319.4421308,-0.028703339921019255,0.012843136256972391,-0.10202397689075553,-2.10178897e-07,-0.0029651865166672427
485370,1738327319.6452339,-0.028703339921019255,0.012843136256972391,-0.10202397689075553,-2.39535751e-07,-0.003379350587823106
485370,1738327319.8481462,-0.028703339921019255,0.012843136256972391,-0.10202397689075553,-3.01147935e-07,-0.004248570190108969
485371,1738327320.0511363,-0.03183601763340387,0.013177089422162199,-0.10372089972844535,-3.20390882e-07,-0.004520048096786452
485371,1738327320.254098,-0.03183601763340387,0.013177089422162199,-0.10372089972844535,-3.47282793e-07,-0.0048994369557193995
485371,1738327320.4567938,-0.03183601763340387,0.013177089422162199,-0.10372089972844535,-4.1400682e-07,-0.005840774016776205
485371,1738327320.6597927,-0.03183601763340387,0.013177089422162199,-0.10372089972844535,-4.9115522e-07,-0.0069291772709927845
485371,1738327320.862785,-0.03183601763340387,0.013177089422162199,-0.10372089972844535,-6.18907961e-07,-0.00873150238777405
485371,1738327321.066005,-0.03183601763340387,0.013177089422162199,-0.10372089972844535,-2.96832582e-06,-0.04187689546462525
485371,1738327321.291091,-0.03183601763340387,0.013177089422162199,-0.10372089972844535,-4.43244562e-06,-0.06253257665675531
485372,1738327321.494067,-0.036265358405375904,0.010687190416676356,-0.10923468254213756,-7.99297231e-06,-0.11276419307551426
485372,1738327321.6968405,-0.036265358405375904,0.010687190416676356,-0.10923468254213756,-5.36878179e-06,-0.0757423299953688
485372,1738327321.899747,-0.036265358405375904,0.010687190416676356,-0.10923468254213756,-5.7464681e-06,-0.08107069725738654
485372,1738327322.1027343,-0.036265358405375904,0.010687190416676356,-0.10923468254213756,-5.9831882e-06,-0.0844103248734936
485372,1738327322.3059537,-0.036265358405375904,0.010687190416676356,-0.10923468254213756,-6.4626397e-06,-0.09117438702953341
485372,1738327322.5087218,-0.008372653471132578,0.007330559741143588,-0.13676945933766274,-7.49429773e-06,-0.10572893329479185
485372,1738327322.7117372,-0.008372653471132578,0.007330559741143588,-0.13676945933766274,-7.59797967e-06,-0.10719166953947726
485372,1738327322.9147837,-0.008372653471132578,0.007330559741143588,-0.13676945933766274,-7.20130993e-06,-0.10159548561518014
485372,1738327323.1415355,-0.008372653471132578,0.007330559741143588,-0.13676945933766274,-6.94987921e-06,-0.0980483217873105
485372,1738327323.3444388,-0.008372653471132578,0.007330559741143588,-0.13676945933766274,-6.77734852e-06,-0.0956142730650009
485373,1738327323.5474145,-0.012539984610654016,0.02305927359309018,-0.1262929118966065,-6.60988826e-06,-0.0932517575502792
485373,1738327323.7503452,-0.012539984610654016,0.02305927359309018,-0.1262929118966065,-6.52751851e-06,-0.0920896919215817
485373,1738327323.953353,-0.012539984610654016,0.02305927359309018,-0.1262929118966065,-6.44800002e-06,-0.0909678516334307
485373,1738327324.1564252,-0.012539984610654016,0.02305927359309018,-0.1262929118966065,-6.43037765e-06,-0.09071923669319852
485373,1738327324.359332,-0.012539984610654016,0.02305927359309018,-0.1262929118966065,-6.56042812e-06,-0.09255397798090371
485373,1738327324.5620644,-0.012539984610654016,0.02305927359309018,-0.1262929118966065,-6.68292978e-06,-0.09428222128071205
485373,1738327324.76501,-0.012539984610654016,0.02305927359309018,-0.1262929118966065,-5.70631983e-06,-0.08050428878074717
485380,1738327324.9888062,-0.015955449818493055,-7.23718371686069e-05,-0.10404038003379809,3.17802078e-05,0.4483525463807299
485394,1738327325.191639,0.0028718396931180605,0.025263492388454,-0.13753803703314588,3.18195416e-05,0.44890746438189
485394,1738327325.394651,0.0028718396931180605,0.025263492388454,-0.13753803703314588,2.89766049e-05,0.4087995482642292
485394,1738327325.5976737,0.0028718396931180605,0.025263492388454,-0.13753803703314588,-6.00733392e-06,-0.08475097069665265
485394,1738327325.8006175,0.0028718396931180605,0.025263492388454,-0.13753803703314588,-7.20010848e-06,-0.1015785356578281
485394,1738327326.0032609,0.0028718396931180605,0.025263492388454,-0.13753803703314588,-7.35178128e-06,-0.10371832299102153
485394,1738327326.2059803,0.0028718396931180605,0.025263492388454,-0.13753803703314588,-7.36366155e-06,-0.10388592885879029
485394,1738327326.408645,0.0028718396931180605,0.025263492388454,-0.13753803703314588,-7.33774232e-06,-0.10352026250305527
485394,1738327326.6112435,0.0028718396931180605,0.025263492388454,-0.13753803703314588,-7.37085793e-06,-0.10398745479336027
485394,1738327326.8139017,0.0028718396931180605,0.025263492388454,-0.13753803703314588,-7.42986504e-06,-0.10481992222685099
