obj_id,frame,x,y,z,xvel,yvel,zvel,P00,P01,P02,P11,P12,P22,P33,P44,P55,power
184,40085,0.008014563359692467,-0.012236491593415945,0.03557800413370997,0.025464984165347176,-0.0033269677916591724,0.007812618005546963,6.045801290633608e-08,-5.85049289102004e-11,-1.1634531464597231e-09,6.06302431218076e-08,4.2401392867884665e-09,2.670637550138434e-07,0.0009559208058391189,0.0009566847733765895,0.0016150181460337053,1.81852138e-05
223,40085,-0.02358552145650516,-0.0030790073845788006,0.044493838863108454,-0.00023579068153518467,0.0010882516257259421,0.0007847969772958145,5.923980054613534e-08,1.4436879239919242e-10,5.317095623435893e-09,5.9286210702925485e-08,2.386123635592505e-09,2.5612633409636524e-07,0.0009488278979774059,0.0009493563806754241,0.0015912323721727728,1.81781761e-05
160,40086,-0.01280732531048324,0.031443063317835605,0.04826897968564988,0.00033023525344819723,-0.0007976888312327779,-0.00045022308471428553,5.84109063116657e-08,5.5098760634420237e-11,3.186315507406812e-09,5.8097889984420496e-08,-4.346681874852007e-09,2.513459248872636e-07,0.0009443689048888846,0.0009424885678368164,0.0015806712113001326,1.81758278e-05
168,40086,0.01995388375335755,0.021619233899192167,0.03633280324093117,-0.0015995482124356447,-0.002879114763058235,-0.0025717147172049527,6.003651166972474e-08,-1.0613640030152336e-10,-3.671213199414905e-09,5.979767714109681e-08,-2.7011418099082814e-09,2.657096060111539e-07,0.000953426241835772,0.0009521682618910651,0.0016119036944010714,1.81805226e-05
184,40086,0.008284047415423606,-0.012102986510946545,0.03499777245479234,0.026406518621173554,0.008411626276775627,-0.023388527105416012,6.043309094171125e-08,-6.22492748400562e-11,-1.2709898315026776e-09,6.060525814273806e-08,4.248305175599549e-09,2.668661201312349e-07,0.0009558027722799061,0.0009565678792520804,0.001614534331228436,1.81875621e-05
223,40086,-0.02360077087151292,-0.003077661629322943,0.0444827621463453,-0.0011145686330148075,0.0004354515619174092,-0.00011043081047240003,5.9238955015152745e-08,1.442921736582817e-10,5.315743886695945e-09,5.928501584444876e-08,2.38094529548154e-09,2.561155877787767e-07,0.0009488244312732312,0.0009493516533496068,0.0015912321275501275,1.81899086e-05
160,40087,-0.01281524495602658,0.03144539601129068,0.04828820814500994,-0.0004553245138683086,-7.127530816674948e-05,0.0006992693889295142,5.841247512874055e-08,5.5108152489076686e-11,3.185667693427534e-09,5.809966596612795e-08,-4.343050314594155e-09,2.5135311222673494e-07,0.0009443813368407904,0.0009425019118450813,0.0015807153090416806,1.81969481e-05
168,40087,0.01991554834198712,0.021605678218797147,0.03634544426983607,-0.003121384614798642,-0.0018199188851262642,-0.0007598031451491322,6.00259549214708e-08,-1.0582422679040809e-10,-3.654271128730783e-09,5.97882408505834e-08,-2.6849471488798116e-09,2.656307573931593e-07,0.0009533903626637601,0.0009521374711580469,0.0016117791725784134,1.81828673e-05
184,40087,0.008344976924610273,-0.012169206382810919,0.035508021051021944,0.01254825961651926,-0.0022403415597399487,0.011842324961839755,6.05252076350989e-08,-6.461812195156456e-11,-1.3434599950331165e-09,6.06933751106159e-08,4.216809592990653e-09,2.675881538716529e-07,0.0009562475420272588,0.0009569973970619463,0.0016163041781879664,1.81852138e-05
223,40087,-0.023595430815375098,-0.0030957327016524006,0.044450524574808414,4.187343590448872e-05,-0.0011043726722224714,-0.0016030782362951822,5.924108939540668e-08,1.4439973491500362e-10,5.319662487370292e-09,5.9287083542554715e-08,2.3808745456063463e-09,2.5613102437912317e-07,0.0009488307437012546,0.0009493581845319019,0.0015912670807446488,1.81828673e-05
160,40088,-0.01280499213908384,0.031439588581244474,0.04829522301912091,0.0005699216023935727,-0.00042486626445188084,0.0006927194622298998,5.8409343843697785e-08,5.518152642919261e-11,3.188185092943958e-09,5.8096472195107254e-08,-4.34345380566361e-09,2.513297851304872e-07,0.0009443635074787885,0.0009424838932862416,0.0015806593397664488,1.81828673e-05
168,40088,0.019940988960569353,0.021615496062041484,0.03636880595443922,0.0007896915085391929,0.000120207136852716,0.0007356429747311906,6.002101717606251e-08,-1.0557477579027781e-10,-3.641252672517474e-09,5.978364794874211e-08,-2.680277562620493e-09,2.655756877251662e-07,0.0009533825267217294,0.000952129717831344,0.001611813008541192,1.81852138e-05
184,40088,0.007742187629981235,-0.01226070469122643,0.03525215509000823,-0.037511266793498206,-0.00682866425964365,-0.005921263304526263,6.044588071836588e-08,-6.444272584039387e-11,-1.3396122496347067e-09,6.061604803328263e-08,4.231058834330502e-09,2.6705641409015477e-07,0.0009558316752963111,0.0009565926426660129,0.0016145949153497546,1.81781761e-05
223,40088,-0.023588359350186633,-0.003102291939394834,0.04445453821893959,0.00048949123651645,-0.0008002694141171964,-0.0006494292849987529,5.924675579668119e-08,1.4437082256159506e-10,5.318308566365908e-09,5.929308431277017e-08,2.3867337986495892e-09,2.561771745288972e-07,0.0009488562385670367,0.0009493847242171544,0.0015913532471837587,1.81805226e-05
160,40089,-0.012818592260781456,0.03142570683390058,0.04829726590073799,-0.0007643462201234207,-0.0010945479441477027,0.0004601023185892266,5.840823670881959e-08,5.5106376560255484e-11,3.185108907609462e-09,5.8095484713752234e-08,-4.342061957184347e-09,2.513169364551433e-07,0.000944359889300927,0.0009424810743610383,0.001580646385728736,1.81875621e-05
168,40089,0.019971312428856507,0.02152639439192841,0.036462391086423844,0.002362445092606984,-0.006073736805949848,0.004802245060962481,6.001610561863906e-08,-1.0582691952079749e-10,-3.649968923068122e-09,5.977845543571468e-08,-2.6846815381554692e-09,2.655302716116111e-07,0.0009533515330909585,0.0009520982821868012,0.0016117703399189348,1.81781761e-05
184,40089,0.007503648322591356,-0.012302569126484439,0.03511544791963049,-0.02814044962948306,-0.004978921067409732,-0.00957763684646078,6.048019041731904e-08,-5.776453830705346e-11,-1.1457809569205649e-09,6.065391318629063e-08,4.264487390544817e-09,2.6724511289298964e-07,0.0009560949982299152,0.0009568632559148252,0.0016155381150369417,1.81711366e-05
223,40089,-0.023568461077602187,-0.003105558895628026,0.04445654618739439,0.001520116033449581,-0.0004761274910000221,-0.0002526406368375811,5.924604646100333e-08,1.4431639706193063e-10,5.315842553894275e-09,5.9292521529754783e-08,2.3884292298100465e-09,2.5617850689148104e-07,0.0009488539798220898,0.0009493826712138995,0.0015913257085057296,1.81758278e-05
160,40090,-0.012820364236141631,0.031420915959432714,0.048270693187718275,-0.0003470705442013143,-0.0006829112931518305,-0.0010374504228005581,5.8408402255300765e-08,5.5215652516860796e-11,3.1888360642348944e-09,5.809579998954339e-08,-4.338386779069326e-09,2.51314496813145e-07,0.0009443579490066375,0.0009424802041961285,0.0015806428564108057,1.81852138e-05
168,40090,0.019989421827006276,0.021589763979107633,0.03634912541560255,0.0019258697325119922,0.0024277607544585505,-0.0028032544100160713,6.000251321405394e-08,-1.0623794238531278e-10,-3.6591762697549232e-09,5.976613689213483e-08,-2.6595412669054795e-09,2.654036364971488e-07,0.0009532817418686376,0.0009520363641913461,0.0016114961514004946,1.81805226e-05
184,40090,0.007937550984746954,-0.012294431897768052,0.03542250694925149,0.02103476564216487,-0.0011721580472108008,0.009521501045804943,6.05057535892669e-08,-5.5738108646844925e-11,-1.0817448348840005e-09,6.068050934575666e-08,4.277529465982205e-09,2.6747735066593125e-07,0.0009561476812216347,0.000956917494782818,0.001615917236113435,1.81828673e-05
223,40090,-0.02357254623297634,-0.003118155806700616,0.04445535491399861,0.0001883039928170971,-0.0010165523552624453,-0.0001757473332398016,5.924522672015167e-08,1.4414916833065071e-10,5.310151665405294e-09,5.9291794923000453e-08,2.3884709975163166e-09,2.5617167308987425e-07,0.0009488562591263019,0.0009493850368616123,0.001591325299723318,1.81711366e-05
160,40091,-0.012800892666326563,0.031419118458543595,0.04827219008564645,0.0012371027316017587,-0.0003290096932507115,-0.0004724595113057119,5.841293557945439e-08,5.52125962919053e-11,3.1896842290873746e-09,5.810028661763655e-08,-4.338126364377774e-09,2.5134983174556264e-07,0.0009443782379722801,0.0009425006188518527,0.0015807175551097942,1.81828673e-05
168,40091,0.019998158979517993,0.02160023123757624,0.0363502094890789,0.001212480462428724,0.001484361781558757,-0.0014320410982331978,6.001967928879712e-08,-1.0619427897042986e-10,-3.66432692759832e-09,5.978193576189192e-08,-2.6803362629425116e-09,2.655325711026024e-07,0.0009533599934675163,0.0009521078554797119,0.0016118395156341696,1.81852138e-05
184,40091,0.00813981082783339,-0.012287253434023546,0.03556292648493487,0.020484640102768285,0.00010504585192289487,0.01164883955390689,6.045443989600235e-08,-6.111478849803858e-11,-1.2355702014415034e-09,6.062760537090109e-08,4.263847992483121e-09,2.671049188909324e-07,0.0009559219182331319,0.0009566888552589288,0.0016149223406977707,1.81828673e-05
223,40091,-0.02357811785464581,-0.0031061009601959194,0.044428218671425226,-0.0003123866254555411,0.0005232902765220319,-0.001390847265855609,5.924529700847522e-08,1.4423051437625417e-10,5.311963681300996e-09,5.9292062695387844e-08,2.391372246899944e-09,2.5617009357559877e-07,0.0009488567183120709,0.0009493864092365125,0.0015913370655357467,1.81875621e-05
160,40092,-0.012797545589076028,0.03142305141802181,0.048273870047563054,0.000609882125360632,0.0001750531662572767,-0.00015800729080595825,5.841275494592642e-08,5.50685769401466e-11,3.1837780763482876e-09,5.810016184424446e-08,-4.33853190569019e-09,2.513542059491329e-07,0.0009443769493839719,0.0009424996136408094,0.0015806990693149757,1.81828673e-05
168,40092,0.019480748932297124,0.021525713047561505,0.03707711576920453,-0.03494363807290262,-0.0044806513251525355,0.03344341167262426,6.002067273061254e-08,-1.0615974115670507e-10,-3.6654687300072276e-09,5.97827549163502e-08,-2.6857342711465916e-09,2.655638346598761e-07,0.0009533481583008853,0.0009520966675488059,0.0016117728159677528,1.81781761e-05
184,40092,0.007819353663386684,-0.012228163387440651,0.03549306310333776,-0.015620041803807513,0.0041656661646068405,0.002743663566402722,6.042947141312476e-08,-6.326349973921934e-11,-1.3021707825836606e-09,6.06017477082173e-08,4.254182097194908e-09,2.6683911836251083e-07,0.0009558398056762313,0.0009566071649205589,0.0016146506570941695,1.81828673e-05
223,40092,-0.023566448078002285,-0.003131603689174121,0.044418014378018386,0.0007075214652155809,-0.0015987186565794512,-0.001214266649140077,5.9249407466368086e-08,1.4428498804056665e-10,5.315021564241059e-09,5.92958005276971e-08,2.387802516708019e-09,2.562037842818142e-07,0.000948875221825923,0.0009494034582142894,0.0015914168328624708,1.81852138e-05
160,40093,-0.012785311083506697,0.03142143850645243,0.04825634070065684,0.0010403632823634923,-6.59116236007163e-05,-0.0009283650160536658,5.8412012191578694e-08,5.506777276728217e-11,3.1830480992906975e-09,5.809936601958056e-08,-4.339972560156509e-09,2.5134966881869196e-07,0.0009443778244490634,0.0009424999388741397,0.0015806947022156857,1.81875621e-05
168,40093,0.019834998751582927,0.02165108037450467,0.03666361102235195,0.01319582995053172,0.007053449912146747,-0.0016585290509206797,5.990483204253469e-08,-1.0233611199139743e-10,-3.502680301592737e-09,5.967109717043076e-08,-2.652206293928386e-09,2.646200102522333e-07,0.0009528224101535329,0.000951581300597881,0.0016096483023256244,1.81828673e-05
184,40093,0.007576979020791021,-0.012278821549957403,0.03520613958294709,-0.021583132681329734,-0.0020353356154543655,-0.012095481192069624,6.044332422010195e-08,-5.934979088691515e-11,-1.191259215683813e-09,6.06154166368007e-08,4.2390797359813604e-09,2.6691195392991903e-07,0.0009558663457042056,0.000956632173264426,0.001614940437642183,1.81805226e-05
223,40093,-0.023582072051077162,-0.003088157596093876,0.044449540657285465,-0.000885965876914559,0.0024913232548509955,0.0008717506940684686,5.925123015609056e-08,1.442166534785868e-10,5.311888067402648e-09,5.929812009172116e-08,2.394592787749778e-09,2.5622175490921783e-07,0.000948883280716664,0.0009494137847437295,0.0015914340236106196,1.81781761e-05
160,40094,-0.012788404232424446,0.03142065789325437,0.04826925035811442,9.813399982045497e-05,-6.337094324019958e-05,0.00014302841994377063,5.841471621104667e-08,5.4997999287097594e-11,3.180539719017106e-09,5.81020980159436e-08,-4.3399409614815925e-09,2.513697062835644e-07,0.0009443914042600916,0.0009425134761292615,0.001580752626109084,1.81805226e-05
168,40094,0.019985079373149944,0.021665338848516912,0.036423427824278716,0.014359180662536735,0.003114327235573854,-0.012266015533167954,5.996894908727269e-08,-1.0551691716526935e-10,-3.6196592122930847e-09,5.973157385238375e-08,-2.692977005972137e-09,2.650044708433295e-07,0.0009531477318131913,0.0009518901501161586,0.0016111583226816257,1.81922533e-05
184,40094,0.008443936132510833,-0.01219118933847759,0.03491474961056912,0.05277221068525342,0.005465906967184771,-0.02007152282974743,6.049321263455464e-08,-5.6839657400923673e-11,-1.1153458754467042e-09,6.06668193221513e-08,4.26112046634818e-09,2.6733095107848375e-07,0.0009560719189566393,0.000956841147743047,0.0016156955935547836,1.81781761e-05
223,40094,-0.023582164145013313,-0.003093261169424653,0.04448617300166812,-0.0002958968328535391,0.00041290648769868026,0.0022093301837521496,5.924510534996899e-08,1.44296910849144e-10,5.316050074287797e-09,5.929114374082653e-08,2.3822259441364966e-09,2.561796186260597e-07,0.0009488573175212968,0.000949384048961433,0.0015913348121627455,1.81828673e-05
160,40095,-0.012788165148348329,0.03141999344813902,0.048262636628347864,4.955518463817775e-05,-6.932571346781723e-05,-0.00024335943225393519,5.8412553114894846e-08,5.504615613270584e-11,3.181955287195028e-09,5.8099955572448774e-08,-4.339482350002154e-09,2.51355769628476e-07,0.0009443798349922436,0.0009425019817480891,0.001580708830441795,1.81687901e-05
168,40095,0.020032119070737306,0.021648039744057716,0.036281267354196456,0.007705233489304596,-0.00023129686231457888,-0.013240461745407007,6.00183308256379e-08,-1.065841698219343e-10,-3.6817996689521762e-09,5.97795100500102e-08,-2.702293469223843e-09,2.65467793829549e-07,0.000953258981291357,0.000952002359870663,0.001611687444147406,1.81805226e-05
184,40095,0.00785717817193268,-0.012252409612679073,0.03490860595742697,-0.023742343395671852,-0.002586265294778206,-0.010946072004093563,6.054005345163546e-08,-6.626081439568113e-11,-1.3857694441610844e-09,6.07091971292401e-08,4.2399599510419315e-09,2.6778420142074056e-07,0.000956289923932659,0.00095704169433567,0.001616371490049869,1.81805226e-05
223,40095,-0.023569072771132193,-0.003094089825866339,0.04441852099250715,0.0008635079439123848,9.335598916359027e-05,-0.002090327186959523,5.923901448686967e-08,1.4427737168195443e-10,5.315031322133722e-09,5.928526560161185e-08,2.3832884671766295e-09,2.561233728943689e-07,0.0009488314689905013,0.0009493598936702795,0.0015912465344137868,1.81875621e-05
160,40096,-0.012799429433226038,0.031418754018079226,0.048271178368022805,-0.0007684763697868666,-0.00010163479207288273,0.0002880226625504344,5.841334917872061e-08,5.505044273649961e-11,3.18242075353997e-09,5.8100741267562196e-08,-4.339381943302142e-09,2.5135983614496676e-07,0.0009443864042513857,0.0009425085642486989,0.001580733494471835,1.81758278e-05
168,40096,0.01997139746386612,0.021640986234172436,0.03632763737940537,-0.001706110380359195,-0.000512119372997802,-0.004828127556905383,6.004053906132633e-08,-1.0656687836227191e-10,-3.6889200079401544e-09,5.980177650705983e-08,-2.695918145052308e-09,2.6572617742578026e-07,0.0009533984647157824,0.0009521430719973303,0.0016118760764310407,1.81805226e-05
184,40096,0.00757120511527452,-0.01229078759470515,0.034951420371276874,-0.027054501210866836,-0.003512520328947417,-0.0037530904062596984,6.053679219742093e-08,-5.985000174318507e-11,-1.2085577808996957e-09,6.070894816138827e-08,4.261791669125216e-09,2.678245848212025e-07,0.0009563143428074745,0.0009570799805784851,0.0016162706833219938,1.81828673e-05
223,40096,-0.02357319715295473,-0.0030919108158712467,0.04444265706910689,-4.3072315158101775e-05,0.0001681201132016025,7.063606794265563e-05,5.9250357113337114e-08,1.4416125327555523e-10,5.312029115886334e-09,5.9296605747029744e-08,2.3851620397086497e-09,2.5620408827490283e-07,0.0009488812178385913,0.0009494086891073388,0.0015914624706289402,1.81875621e-05
160,40097,-0.012811865830735063,0.031433314288359666,0.048266244372290754,-0.0010951427527055026,0.0009746613341683951,-7.846541710639608e-05,5.841203049644317e-08,5.5130668340122185e-11,3.185598511531274e-09,5.80994139604414e-08,-4.338922729149746e-09,2.513498042224198e-07,0.0009443780314576625,0.0009425003810699012,0.0015807071238338475,1.81899086e-05
168,40097,0.019981941231072775,0.02171147059610682,0.0362855737412921,0.0001982809712509524,0.0046968767310891476,-0.004501742522588518,6.002886492245235e-08,-1.0589213018392207e-10,-3.660378928117198e-09,5.979068512288267e-08,-2.6913807736112077e-09,2.6566483961391655e-07,0.0009533930220020715,0.0009521381913719764,0.0016117122361239764,1.81852138e-05
184,40097,0.007942426603985657,-0.012281591519823349,0.035354485837215024,0.01706784988215218,-0.0006570403553317773,0.017122623438439545,6.052321602906731e-08,-5.6506618695701075e-11,-1.1062124620990426e-09,6.069726421418812e-08,4.274478882761183e-09,2.677146321131995e-07,0.0009563009509609261,0.0009570686362784251,0.0016162128606077278,1.81875621e-05
223,40097,-0.023563603596329336,-0.0030988898223681454,0.04442840520367598,0.0006576525912347277,-0.0004258390974573945,-0.000648188527921238,5.9246991259635075e-08,1.4421232683960479e-10,5.313265440115652e-09,5.9293250793227496e-08,2.384854740568477e-09,2.561911991383169e-07,0.0009488569444087985,0.000949384475026343,0.001591354915331125,1.81852138e-05
160,40098,-0.012806048007947983,0.03143759028308768,0.04827855380649315,6.146540782952636e-05,0.0006011990848094617,0.0005424247544322421,5.8412470426705835e-08,5.519186124710496e-11,3.1890214565206456e-09,5.8099581127643345e-08,-4.3429443831473e-09,2.5135388550112105e-07,0.000944380621857479,0.0009425016286426204,0.0015807225714526152,1.81875621e-05
168,40098,0.02001687496075153,0.021660448397227857,0.03623004773862097,0.0024580307276699832,-0.002053056610824738,-0.005014311456289399,6.003001649775479e-08,-1.0583683087288545e-10,-3.6597788351628754e-09,5.979085098749373e-08,-2.7115506476091747e-09,2.6566752029058474e-07,0.0009534269400659806,0.0009521658732625565,0.0016119423338453458,1.81805226e-05
184,40098,0.007670699508789215,-0.012287240186227746,0.035224394634765795,-0.013345927954059991,-0.00046560459837409994,0.0028366490343232995,6.045536245716532e-08,-6.09762405746636e-11,-1.2320237066677788e-09,6.062831424526274e-08,4.2607076689822775e-09,2.6714259757067436e-07,0.0009559848077478553,0.0009567500839960351,0.0016151438159425595,1.81852138e-05
223,40098,-0.02357452821168502,-0.0031068947689984034,0.04442026908219999,-0.0005493361807808344,-0.0006834175383649988,-0.0007163266480693176,5.9248718648438906e-08,1.4414767018688546e-10,5.311022072871847e-09,5.9295121348270915e-08,2.3868712872906946e-09,2.5620239161555205e-07,0.0009488759205320036,0.0009494038597414499,0.001591398849047913,1.81805226e-05
160,40099,-0.012800314265190741,0.031433422363809145,0.048284103776381225,0.0004161200321835777,-0.00010463860677089026,0.0005418037153030611,5.841055588686202e-08,5.512432211056552e-11,3.1865164447279796e-09,5.809769027311935e-08,-4.3436576618030236e-09,2.5133972066163376e-07,0.0009443702533541395,0.000942491215147406,0.0015806841909074443,1.81758278e-05
168,40099,0.01998958998189967,0.021678090631137285,0.0363103171813119,-0.001059444001486871,0.0006108587797274312,0.0011518594319116994,6.00384658379159e-08,-1.0619789869158981e-10,-3.671737241473827e-09,5.979996438865287e-08,-2.69670948788761e-09,2.657278483172731e-07,0.0009534574865110497,0.0009522008606662461,0.0016121504541781176,1.81899086e-05
184,40099,0.007542142920834478,-0.012288413038829611,0.03512333969557168,-0.013025521840239682,-0.00016932830614208375,-0.0032832043877357156,6.047560757927578e-08,-5.838154112866395e-11,-1.1614494159283882e-09,6.064901296751794e-08,4.261466597260365e-09,2.6721654228112524e-07,0.0009560811736401806,0.0009568502010633534,0.001615704474614985,1.81828673e-05
223,40099,-0.023566604806019596,-0.0031088772478307805,0.044403875493614506,0.0003819078690773985,-0.0003466861631816476,-0.0011666361758320282,5.925007940532443e-08,1.4427072524104662e-10,5.314547471618231e-09,5.929657425581228e-08,2.38910995849584e-09,2.562136370284998e-07,0.000948879970287721,0.000949408469720583,0.0015914253135336297,1.81992909e-05
160,40100,-0.01281125321461466,0.031439834917744255,0.0482880135336371,-0.000629039418120972,0.00041216581780090765,0.0004781619933902862,5.840980174625969e-08,5.5086636107236946e-11,3.1842326106951486e-09,5.8097075982270785e-08,-4.341779912266974e-09,2.5133070777908967e-07,0.0009443673382332888,0.0009424886033656176,0.00158067223683022,1.81875621e-05
168,40100,0.019935244020567996,0.021631977245896352,0.03639455278805428,-0.004043719451753275,-0.0029662907128922694,0.004563381315546621,6.002369110521716e-08,-1.0593768466864434e-10,-3.6619434074920653e-09,5.978516613938856e-08,-2.6991325324249216e-09,2.6562283479208134e-07,0.0009533856292217565,0.0009521275348285873,0.0016118884332052851,1.81828673e-05
184,40100,0.007974800123185282,-0.012295984698635335,0.03541353855690371,0.025674398109400212,-0.0007088235612362865,0.012059388674938623,6.049709411031282e-08,-5.7030522014635294e-11,-1.1204613436110804e-09,6.067076049702388e-08,4.264382308147688e-09,2.674081218821994e-07,0.0009561147962502379,0.0009568836887936733,0.0016159083450184768,1.81758278e-05
223,40100,-0.023586824424978163,-0.0030903145679900944,0.044411556241122876,-0.0012890647691871857,0.0011689546272280883,-0.0002333641626815269,5.925251763633999e-08,1.442058108489543e-10,5.312761141228241e-09,5.929900150462474e-08,2.3893885135652844e-09,2.562347756644486e-07,0.0009488926249685253,0.0009494210246117781,0.0015914717631339511,1.81781761e-05
160,40101,-0.012799205731876291,0.03143283180641294,0.04830594803465452,0.0006363169921697414,-0.00035330852748422306,0.0010986443453403442,5.840924192020357e-08,5.517100465698966e-11,3.187475748984387e-09,5.809639099152072e-08,-4.3431447937200525e-09,2.513256878642487e-07,0.000944362964077411,0.0009424836154139755,0.0015806624559440367,1.81781761e-05
168,40101,0.019509230196166013,0.021574473068413178,0.03702578781479702,-0.030351651694112667,-0.004731916399637704,0.03213803012217098,6.000944509022707e-08,-1.0560710244169625e-10,-3.6436156117210663e-09,5.97719404711271e-08,-2.6851402561860435e-09,2.6548544760485165e-07,0.0009533298860540611,0.0009520767056790256,0.001611667194589813,1.81805226e-05
184,40101,0.007792206680139893,-0.012216166396318034,0.03546273702657245,-0.0045038886456160625,0.00528313480585975,0.0085964496644557,6.045163917549364e-08,-6.179894274876457e-11,-1.256512658305193e-09,6.062445012064488e-08,4.2604805087796776e-09,2.670739634614995e-07,0.0009559061001101637,0.0009566729957395391,0.001614928240234245,1.81805226e-05
223,40101,-0.02358519339931135,-0.0031115570801573543,0.04439805699920667,-0.0002793946967100994,-0.0011007111900143765,-0.0007671401651654494,5.9250720750671127e-08,1.443521510366952e-10,5.318474382721552e-09,5.9296772847680264e-08,2.383911457476898e-09,2.562256144836245e-07,0.0009488846093182514,0.0009494116943628174,0.0015914422402193858,1.81828673e-05
160,40102,-0.012802228144488635,0.03143534440885001,0.048304300644359935,-9.251979511593414e-06,6.0045331472544615e-05,0.0004975540118234353,5.840673722522411e-08,5.5084769783322035e-11,3.1837590033203186e-09,5.809407413956391e-08,-4.340873721520834e-09,2.51304122885132e-07,0.0009443502896830915,0.0009424719673496109,0.0015806107781599253,1.81828673e-05
168,40102,0.019425729144460543,0.021263831696561795,0.037430648062624215,-0.01518941106531849,-0.022835717163031538,0.036101322529082366,5.990988489511063e-08,-1.0257759176702414e-10,-3.5116505920103565e-09,5.96756376662967e-08,-2.659993555533146e-09,2.6464964259456705e-07,0.0009528557243840338,0.0009516107603100458,0.0016098699457204849,1.81805226e-05
184,40102,0.007671566063044962,-0.012183688210795934,0.03544922414971885,-0.009709915373041176,0.003928729504478189,0.0038917938280522077,6.044227658036307e-08,-5.971721752688517e-11,-1.2008762915315273e-09,6.06140785251861e-08,4.236362110807502e-09,2.6694628835471323e-07,0.0009558937215274338,0.0009566576749005648,0.0016148924873251424,1.81828673e-05
223,40102,-0.023580718241332208,-0.003098975344968968,0.0444181383225923,0.000205805939437957,0.0005194878022877613,0.0005497726034699628,5.925281284836088e-08,1.4435112587229496e-10,5.317806636508571e-09,5.929927538009331e-08,2.389984742240855e-09,2.562387327634457e-07,0.0009488972109828165,0.0009494262565672371,0.0015914875666782227,1.81805226e-05
